global_idx|puzzle|status|n_steps|empty_remaining|wrong_placements|technique_counts
25637|980700600005090040003000009400008002030600800000002050300100000010067000007080100|SOLVED_CLEAN|56|0|0|{'DeepResonance': 3, 'D2B': 1, 'crossHatch': 27, 'XWing': 1, 'FPCE': 1, 'nakedSingle': 19, 'lastRemaining': 7, 'fullHouse': 1}
25638|980700600700060000006509000400000030070300002008090700100000040007050900000002001|SOLVED_CLEAN|57|0|0|{'DeepResonance': 7, 'D2B': 1, 'crossHatch': 39, 'FPCE': 2, 'FPC': 1, 'lastRemaining': 4, 'nakedSingle': 9, 'fullHouse': 1}
25639|980760000500004900003000070200009500006080000000300000100000002040001059000040100|SOLVED_CLEAN|58|0|0|{'DeepResonance': 3, 'D2B': 1, 'KrakenFish': 1, 'nakedSingle': 20, 'ALS_XYWing': 3, 'FPC': 4, 'ALS_XZ': 1, 'SimpleColoring': 1, 'crossHatch': 32, 'FPCE': 1}
25640|980700600750000090006000000040060000007800060000004003008920050005400070000001200|SOLVED_CLEAN|57|0|0|{'DeepResonance': 7, 'FPCE': 1, 'crossHatch': 36, 'nakedSingle': 8, 'ALS_XZ': 1, 'SimpleColoring': 1, 'lastRemaining': 11, 'fullHouse': 1}
25641|980700600500080070007004000370020400008400090000000003010006002005800060000041000|SOLVED_CLEAN|56|0|0|{'DeepResonance': 2, 'D2B': 1, 'KrakenFish': 1, 'FPC': 1, 'nakedSingle': 7, 'ALS_XZ': 8, 'crossHatch': 36, 'lastRemaining': 9, 'SimpleColoring': 2, 'XWing': 2, 'LZWing': 5, 'fullHouse': 2}
25642|980700600750000090006000000400060003005900060000040000020000100009400070007820050|SOLVED_CLEAN|57|0|0|{'D2B': 1, 'ALS_XYWing': 1, 'FPC': 6, 'crossHatch': 24, 'LZWing': 1, 'ALS_XZ': 2, 'lastRemaining': 5, 'nakedSingle': 21, 'XWing': 1, 'Swordfish': 1, 'SimpleColoring': 1}
25643|980700600005096000000008000400300020070009300000000001200000050090060700001000004|SOLVED_CLEAN|59|0|0|{'DeepResonance': 1, 'D2B': 1, 'crossHatch': 26, 'ALS_XZ': 3, 'FPC': 4, 'KrakenFish': 1, 'nakedSingle': 15, 'lastRemaining': 12, 'ALS_XYWing': 2, 'LZWing': 3, 'fullHouse': 1}
25644|980700600005090040000300009700003002040000800006000050200030001060107000001002000|SOLVED_CLEAN|57|0|0|{'DeepResonance': 6, 'D2B': 1, 'ALS_XZ': 3, 'FPCE': 1, 'nakedSingle': 15, 'crossHatch': 33, 'lastRemaining': 7}
25645|000000001001002340030010250000000670020004005705800000009600000050001003800090000|SOLVED_CLEAN|57|0|0|{'DeepResonance': 2, 'crossHatch': 35, 'LZWing': 1, 'ALS_XZ': 1, 'FPCE': 1, 'nakedSingle': 14, 'lastRemaining': 6, 'fullHouse': 1}
25646|980700600500090070004000000300800050060002030000000001050300080009040000000001002|SOLVED_CLEAN|59|0|0|{'D2B': 2, 'crossHatch': 18, 'FPC': 3, 'ALS_XYWing': 7, 'nakedSingle': 12, 'XWing': 1, 'LZWing': 3, 'ALS_XZ': 3, 'lastRemaining': 16, 'fullHouse': 8}
25647|980700600500090040007000000400503000020009030000020004200050090050001008006000100|SOLVED_CLEAN|57|0|0|{'DeepResonance': 3, 'D2B': 1, 'crossHatch': 16, 'LZWing': 1, 'FPC': 1, 'FPCE': 1, 'nakedSingle': 17, 'lastRemaining': 18, 'fullHouse': 3}
25648|980700000600080700007005000400000030020003004009500600008900500000051000000000021|SOLVED_CLEAN|58|0|0|{'DeepResonance': 5, 'FPF': 1, 'D2B': 3, 'FPCE': 1, 'nakedSingle': 15, 'crossHatch': 21, 'lastRemaining': 13, 'fullHouse': 4}
25649|980700600700050080004008000500007030090000004006000200100800050009035000000001002|SOLVED_CLEAN|57|0|0|{'DeepResonance': 6, 'FPF': 1, 'crossHatch': 33, 'KrakenFish': 1, 'FPC': 1, 'FPCE': 1, 'XWing': 1, 'LZWing': 4, 'ALS_XZ': 6, 'AlignedPairExcl': 1, 'ALS_XYWing': 2, 'SimpleColoring': 2, 'nakedSingle': 6, 'lastRemaining': 14, 'fullHouse': 1}
25650|000000001002003000040050060000700002060080090700001300006008050080500009400090000|SOLVED_CLEAN|59|0|0|{'DeepResonance': 12, 'D2B': 1, 'crossHatch': 30, 'FPCE': 1, 'Swordfish': 1, 'FPC': 4, 'nakedSingle': 9, 'LZWing': 1, 'XCycle': 1, 'SimpleColoring': 1, 'lastRemaining': 13, 'fullHouse': 1}
25651|980700600005060040000005000800040700300007002007600090200100000010090300009006010|SOLVED_CLEAN|56|0|0|{'DeepResonance': 5, 'FPCE': 1, 'crossHatch': 32, 'XCycle': 1, 'LZWing': 2, 'ALS_XZ': 1, 'ALS_XYWing': 1, 'FPC': 1, 'nakedSingle': 15, 'lastRemaining': 3, 'fullHouse': 3}
25652|000000001001002030040150600003000070060080500700000002006090000090408000800506900|SOLVED_CLEAN|57|0|0|{'DeepResonance': 3, 'crossHatch': 31, 'lastRemaining': 18, 'nakedSingle': 7, 'fullHouse': 1}
25653|000000001000002030004053600000300070005060800070001002009000008050090000460000900|SOLVED_CLEAN|59|0|0|{'DeepResonance': 3, 'FPF': 1, 'D2B': 1, 'ALS_XZ': 1, 'LZWing': 1, 'ALS_XYWing': 1, 'nakedSingle': 14, 'FPCE': 1, 'crossHatch': 23, 'lastRemaining': 13, 'fullHouse': 6}
25654|000000001000002030004050600006040700040803002800100000009000005400090070760000900|SOLVED_CLEAN|58|0|0|{'DeepResonance': 4, 'FPCE': 1, 'nakedSingle': 15, 'crossHatch': 22, 'lastRemaining': 17, 'ALS_XZ': 5, 'fullHouse': 3}
25655|000000001000002030004050600005300000060070800708900000006000010040009002500040700|SOLVED_CLEAN|59|0|0|{'DeepResonance': 3, 'D2B': 2, 'crossHatch': 37, 'nakedSingle': 16, 'LZWing': 5, 'SimpleColoring': 1, 'lastRemaining': 4, 'XWing': 1, 'ALS_XZ': 5}
25656|000000001001002030040050600000007002080060570700300100060009000405000900800040006|SOLVED_CLEAN|57|0|0|{'DeepResonance': 5, 'D2B': 1, 'FPC': 5, 'ALS_XYWing': 5, 'crossHatch': 26, 'LZWing': 3, 'ALS_XZ': 4, 'KrakenFish': 1, 'SimpleColoring': 1, 'nakedSingle': 14, 'lastRemaining': 9, 'fullHouse': 2}
25657|000000001000000234002013500004002003060070000800900000005001400070060000900800000|SOLVED_CLEAN|59|0|0|{'DeepResonance': 2, 'FPCE': 1, 'FPC': 1, 'nakedSingle': 26, 'crossHatch': 24, 'ALS_XZ': 11, 'LZWing': 3, 'ALS_XYWing': 1, 'SimpleColoring': 2, 'lastRemaining': 6, 'fullHouse': 1}
25658|000000012000034005005100300002000003040060020700008000009500030060070900800040000|SOLVED_CLEAN|58|0|0|{'DeepResonance': 2, 'FPF': 1, 'lastRemaining': 8, 'ALS_XZ': 1, 'FPC': 1, 'FPCE': 1, 'nakedSingle': 24, 'crossHatch': 22, 'fullHouse': 1}
25659|000001002000030040005600700000002010007000800160040003009006000070000900580700000|SOLVED_CLEAN|59|0|0|{'DeepResonance': 3, 'D2B': 1, 'crossHatch': 31, 'FPC': 2, 'SimpleColoring': 1, 'nakedSingle': 7, 'lastRemaining': 16, 'fullHouse': 2}
25660|980700600750000090006000000409800060030090004005400070008670050000040200000001000|SOLVED_CLEAN|56|0|0|{'DeepResonance': 2, 'D2B': 2, 'crossHatch': 27, 'lastRemaining': 16, 'FPCE': 1, 'nakedSingle': 8, 'fullHouse': 2}
25661|000000001002003040050160200004030000270400030800007000007008020020090006900000500|SOLVED_CLEAN|57|0|0|{'DeepResonance': 5, 'crossHatch': 37, 'nakedSingle': 6, 'KrakenFish': 1, 'ALS_XZ': 2, 'ALS_XYWing': 1, 'FPC': 1, 'lastRemaining': 12, 'fullHouse': 1, 'SimpleColoring': 2}
25662|000000001002003000040050060000070600060500807400000050050060080080140070900000000|SOLVED_CLEAN|59|0|0|{'DeepResonance': 2, 'nakedSingle': 14, 'crossHatch': 21, 'FPC': 1, 'FPCE': 1, 'lastRemaining': 16, 'fullHouse': 6}
25663|000000001000002034013050600000700800045080003800000000006030010050008006900500000|SOLVED_CLEAN|58|0|0|{'DeepResonance': 1, 'FPCE': 1, 'nakedSingle': 19, 'Swordfish': 1, 'FPC': 1, 'crossHatch': 30, 'ALS_XZ': 11, 'LZWing': 5, 'AlignedPairExcl': 1, 'ALS_XYWing': 6, 'lastRemaining': 5, 'fullHouse': 2}
25664|980700600500690000000004000730800060002000807000000003170300006009000300000050010|SOLVED_CLEAN|57|0|0|{'DeepResonance': 1, 'FPF': 1, 'crossHatch': 20, 'LZWing': 1, 'ALS_XZ': 1, 'ALS_XYWing': 1, 'KrakenFish': 1, 'FPCE': 1, 'nakedSingle': 12, 'lastRemaining': 17, 'fullHouse': 6}
25665|980700600700000090006050000400006003009300070008500060090000300020010000007800050|SOLVED_CLEAN|57|0|0|{'DeepResonance': 1, 'nakedSingle': 15, 'FPCE': 1, 'crossHatch': 25, 'ALS_XZ': 2, 'FPC': 1, 'LZWing': 1, 'ALS_XYWing': 2, 'XCycle': 1, 'lastRemaining': 11, 'fullHouse': 3}
25666|000000001000002034003010500004020005020605000700008000009050040080007000600200900|SOLVED_CLEAN|58|0|0|{'DeepResonance': 1, 'FPF': 1, 'crossHatch': 39, 'FPCE': 1, 'nakedSingle': 17, 'KrakenFish': 1, 'LZWing': 3, 'ALS_XZ': 9, 'ALS_XYWing': 5, 'Swordfish': 1, 'SimpleColoring': 5}
25667|000000001001002030040050600000007002050060800700300060005000900090008006604090080|SOLVED_CLEAN|57|0|0|{'DeepResonance': 5, 'D2B': 1, 'FPCE': 1, 'nakedSingle': 17, 'crossHatch': 27, 'lastRemaining': 7, 'fullHouse': 4}
25668|000001002000020030004500600007000080040050700980700006009600800030000007100005004|SOLVED_CLEAN|57|0|0|{'DeepResonance': 3, 'FPC': 4, 'LZWing': 1, 'nakedSingle': 7, 'lastRemaining': 11, 'crossHatch': 33, 'fullHouse': 2}
25669|000000000000001023002000451000160007001005300080900000003004200090700000600080000|SOLVED_CLEAN|59|0|0|{'DeepResonance': 2, 'crossHatch': 25, 'LZWing': 1, 'FPC': 4, 'KrakenFish': 1, 'nakedSingle': 14, 'FPCE': 1, 'lastRemaining': 11, 'fullHouse': 4}
25670|000000000000001023002000451001004500060000007800090000005002300090080005700600000|SOLVED_CLEAN|59|0|0|{'DeepResonance': 7, 'D2B': 1, 'FPC': 5, 'crossHatch': 23, 'nakedSingle': 16, 'ALS_XZ': 9, 'ALS_XYWing': 1, 'LZWing': 1, 'XWing': 1, 'SimpleColoring': 2, 'lastRemaining': 10, 'fullHouse': 4}
25671|000000000000001023002000451003004500060030007800900000005002100090060000700800000|SOLVED_CLEAN|59|0|0|{'DeepResonance': 3, 'D2B': 1, 'ALS_XYWing': 6, 'ALS_XZ': 8, 'FPC': 1, 'FPCE': 1, 'nakedSingle': 18, 'crossHatch': 27, 'LZWing': 1, 'KrakenFish': 1, 'SimpleColoring': 1, 'lastRemaining': 11}
25672|980760000500000000004005800809000030050200001040003500400009300000100007000020060|SOLVED_CLEAN|57|0|0|{'DeepResonance': 6, 'D2B': 1, 'FPCE': 1, 'Swordfish': 1, 'ALS_XZ': 8, 'nakedSingle': 12, 'crossHatch': 30, 'FPC': 1, 'lastRemaining': 11, 'ALS_XYWing': 1, 'LZWing': 1, 'fullHouse': 1}
25673|000000001000023040002500300006005700040000080900060030007050800090002000100708060|SOLVED_CLEAN|57|0|0|{'DeepResonance': 4, 'FPC': 5, 'SimpleColoring': 1, 'crossHatch': 23, 'FPCE': 1, 'nakedSingle': 14, 'lastRemaining': 13, 'fullHouse': 1}
25674|980700600750060090006000000400500030070003002005090700010004000007050800000200010|SOLVED_CLEAN|56|0|0|{'DeepResonance': 4, 'ALS_XZ': 6, 'KrakenFish': 1, 'nakedSingle': 13, 'FPCE': 1, 'FPC': 3, 'crossHatch': 24, 'SimpleColoring': 2, 'lastRemaining': 11, 'fullHouse': 4}
25675|980760500700800060006005000400000003090400200007350090009570080000003100000000000|SOLVED_CLEAN|56|0|0|{'DeepResonance': 3, 'FPF': 1, 'FPC': 1, 'Swordfish': 1, 'nakedSingle': 7, 'crossHatch': 30, 'lastRemaining': 17}
25676|980760500700800060006005000800000400007350090000000003200003100009570080000100000|SOLVED_CLEAN|56|0|0|{'DeepResonance': 3, 'crossHatch': 34, 'FPC': 2, 'lastRemaining': 8, 'ALS_XYWing': 1, 'KrakenFish': 1, 'nakedSingle': 9, 'XWing': 1, 'SimpleColoring': 1, 'XCycle': 1, 'ALS_XZ': 1, 'fullHouse': 2}
25677|980760000750000000004500870500900460040030000000005002400006008090800540000000001|SOLVED_CLEAN|55|0|0|{'DeepResonance': 4, 'FPF': 1, 'D2B': 1, 'LZWing': 1, 'ALS_XYWing': 1, 'FPC': 1, 'FPCE': 1, 'crossHatch': 24, 'lastRemaining': 11, 'nakedSingle': 13, 'fullHouse': 3}
25678|980700600700000000005080070070090080004003006000200100050040060000600002000001300|SOLVED_CLEAN|58|0|0|{'DeepResonance': 4, 'D2B': 1, 'KrakenFish': 2, 'ALS_XZ': 10, 'FPC': 2, 'ALS_XYWing': 8, 'crossHatch': 37, 'LZWing': 1, 'nakedSingle': 10, 'lastRemaining': 6, 'fullHouse': 2}
25679|000000001000002030004050600000003006040100072600047500008700000050090800906000000|SOLVED_CLEAN|58|0|0|{'DeepResonance': 2, 'D2B': 2, 'FPCE': 2, 'nakedSingle': 11, 'crossHatch': 28, 'lastRemaining': 8, 'fullHouse': 7}
25680|000000001001002030040050600006040007070008000405000800007009020060080700900300000|SOLVED_CLEAN|58|0|0|{'DeepResonance': 1, 'nakedSingle': 10, 'FPCE': 1, 'crossHatch': 26, 'lastRemaining': 18, 'fullHouse': 3}
25681|980700000600000900007000050400030002009400600000001040008900700000020030000004001|SOLVED_CLEAN|59|0|0|{'DeepResonance': 5, 'FPC': 6, 'ALS_XZ': 4, 'KrakenFish': 2, 'nakedSingle': 24, 'crossHatch': 25, 'LZWing': 1, 'SimpleColoring': 1, 'ALS_XYWing': 2, 'XWing': 2, 'fullHouse': 2, 'XCycle': 1, 'lastRemaining': 1}
25682|980700000600800000005040900400000300050030090003000052070600010009020500000001000|SOLVED_CLEAN|58|0|0|{'DeepResonance': 8, 'FPCE': 1, 'FPC': 1, 'XWing': 1, 'nakedSingle': 16, 'crossHatch': 30, 'ALS_XZ': 7, 'LZWing': 8, 'SimpleColoring': 3, 'lastRemaining': 7, 'XCycle': 1, 'fullHouse': 2}
25683|980700000706000800000050000040003020009500400000040001008900600000010030000002004|SOLVED_CLEAN|59|0|0|{'DeepResonance': 2, 'D2B': 1, 'KrakenFish': 2, 'FPC': 3, 'LZWing': 3, 'ALS_XYWing': 5, 'nakedSingle': 6, 'crossHatch': 26, 'lastRemaining': 21, 'fullHouse': 2}
25684|980700000706000800000085000400030020090400700000001004070500600000020010000004003|SOLVED_CLEAN|58|0|0|{'DeepResonance': 6, 'ALS_XZ': 1, 'FPCE': 1, 'nakedSingle': 12, 'crossHatch': 27, 'lastRemaining': 12, 'ALS_XYWing': 3, 'KrakenFish': 1, 'FPC': 1, 'SimpleColoring': 1, 'fullHouse': 5}
25685|980700600500000000007090080400050090000300006000002100070080060004006002000100300|SOLVED_CLEAN|58|0|0|{'FPF': 1, 'crossHatch': 29, 'FPCE': 1, 'nakedSingle': 17, 'ALS_XZ': 4, 'ALS_XYWing': 3, 'SimpleColoring': 1, 'lastRemaining': 6, 'fullHouse': 4}
25686|980700600500000000004030000200003090010900006000050800070100060002000001000004708|SOLVED_CLEAN|58|0|0|{'DeepResonance': 4, 'KrakenFish': 1, 'FPCE': 2, 'nakedSingle': 10, 'crossHatch': 27, 'lastRemaining': 16, 'fullHouse': 3}
25687|980700000706000800000050000040000030009600700000020001008900500000010020000003004|SOLVED_CLEAN|60|0|0|{'DeepResonance': 4, 'crossHatch': 23, 'XWing': 1, 'lastRemaining': 10, 'ALS_XZ': 9, 'ALS_XYWing': 6, 'nakedSingle': 25, 'LZWing': 5, 'fullHouse': 2}
25688|000000001000002034004010500003040050060007000800200900009020005070008000250600000|SOLVED_CLEAN|58|0|0|{'DeepResonance': 7, 'D2B': 1, 'FPCE': 1, 'nakedSingle': 17, 'crossHatch': 20, 'XWing': 1, 'LZWing': 2, 'ALS_XZ': 5, 'SimpleColoring': 1, 'lastRemaining': 12, 'fullHouse': 7}
25689|980700600700090000005006090400053000070600200003070004010000028007000100000100006|SOLVED_CLEAN|56|0|0|{'DeepResonance': 1, 'FPCE': 1, 'nakedSingle': 5, 'SimpleColoring': 2, 'crossHatch': 35, 'LZWing': 1, 'ALS_XZ': 1, 'ALS_XYWing': 1, 'FPC': 1, 'lastRemaining': 13, 'fullHouse': 1}
25690|980700600700050400005009070500008030003000004000090002100600007050007010007020000|SOLVED_CLEAN|56|0|0|{'DeepResonance': 5, 'D2B': 1, 'nakedSingle': 12, 'FPCE': 2, 'FPC': 2, 'crossHatch': 30, 'ALS_XYWing': 3, 'ALS_XZ': 7, 'SimpleColoring': 1, 'XCycle': 1, 'lastRemaining': 7, 'fullHouse': 1}
25691|980760500700004090005000000300200800090003207002400030200007080010040000000100006|SOLVED_CLEAN|55|0|0|{'DeepResonance': 3, 'FPC': 1, 'FPCE': 2, 'ALS_XZ': 1, 'ALS_XYWing': 1, 'nakedSingle': 12, 'crossHatch': 31, 'lastRemaining': 6, 'fullHouse': 3}
25692|980700600750060080006000000809600050040090000000003000200010000008900062005800071|SOLVED_CLEAN|55|0|0|{'DeepResonance': 2, 'FPCE': 1, 'KrakenFish': 1, 'SimpleColoring': 1, 'FPC': 1, 'ALS_XZ': 8, 'ALS_XYWing': 3, 'XCycle': 1, 'nakedSingle': 19, 'crossHatch': 15, 'lastRemaining': 12, 'fullHouse': 6}
25693|980700600007096800000000070500004000003600090000020001100000002040005000009300080|SOLVED_CLEAN|58|0|0|{'DeepResonance': 2, 'FPF': 1, 'crossHatch': 19, 'KrakenFish': 1, 'FPC': 2, 'XWing': 1, 'nakedSingle': 5, 'lastRemaining': 31}
25694|005000000670900000890050600900002080040000002008600900300001040009700800000030001|SOLVED_CLEAN|57|0|0|{'DeepResonance': 2, 'D2B': 1, 'LZWing': 1, 'ALS_XZ': 6, 'KrakenFish': 1, 'SimpleColoring': 1, 'FPC': 1, 'crossHatch': 27, 'nakedSingle': 16, 'ALS_XYWing': 3, 'XCycle': 1, 'lastRemaining': 7, 'fullHouse': 4}
25695|980700600705000080000050000670500040003000006000020007540900008000010000000000490|SOLVED_CLEAN|58|0|0|{'DeepResonance': 3, 'crossHatch': 33, 'ALS_XZ': 1, 'FPC': 1, 'FPCE': 1, 'nakedSingle': 13, 'lastRemaining': 8, 'fullHouse': 2}
25696|980700000600090500004003000700500900002010040000000001060900800000005002000001030|SOLVED_CLEAN|59|0|0|{'DeepResonance': 3, 'D2B': 1, 'FPC': 5, 'nakedSingle': 8, 'crossHatch': 30, 'ALS_XZ': 3, 'lastRemaining': 12, 'fullHouse': 3}
25697|980700600750000040003090008300050007005600020000001000030080005007002400000100000|SOLVED_CLEAN|57|0|0|{'DeepResonance': 1, 'FPC': 2, 'crossHatch': 40, 'SimpleColoring': 1, 'nakedSingle': 8, 'ALS_XZ': 2, 'KrakenFish': 4, 'lastRemaining': 7}
25698|980700600705060080000000005850006400000470000000080003690040500002000000000009010|SOLVED_CLEAN|57|0|0|{'DeepResonance': 4, 'D2B': 1, 'crossHatch': 25, 'lastRemaining': 10, 'ALS_XZ': 2, 'ALS_XYWing': 3, 'FPC': 2, 'LZWing': 2, 'nakedSingle': 16, 'fullHouse': 3}
25699|980700000600090500004008090400003060060020000003000105040009030000200600000070001|SOLVED_CLEAN|57|0|0|{'FPF': 1, 'crossHatch': 22, 'KrakenFish': 1, 'FPC': 2, 'ALS_XYWing': 3, 'ALS_XZ': 3, 'nakedSingle': 13, 'SimpleColoring': 2, 'LZWing': 4, 'XWing': 1, 'lastRemaining': 12, 'fullHouse': 7}
25700|980700600500460000000008050300007090060000007000020100050006080003070400000100002|SOLVED_CLEAN|57|0|0|{'DeepResonance': 4, 'D2B': 1, 'crossHatch': 24, 'FPCE': 1, 'lastRemaining': 11, 'SimpleColoring': 3, 'ALS_XZ': 4, 'FPC': 2, 'nakedSingle': 15, 'LZWing': 1, 'XWing': 2, 'fullHouse': 3}
25701|980700600504000000000080030790020800000807000000009003620008300005200000000060010|SOLVED_CLEAN|57|0|0|{'FPF': 1, 'ALS_XZ': 2, 'D2B': 2, 'DeepResonance': 2, 'FPCE': 1, 'crossHatch': 22, 'lastRemaining': 19, 'nakedSingle': 5, 'fullHouse': 7}
25702|980700000700060500006004070090000300050200007007040020001400060000006800000001003|SOLVED_CLEAN|57|0|0|{'DeepResonance': 4, 'D2B': 2, 'FPCE': 1, 'nakedSingle': 15, 'crossHatch': 31, 'LZWing': 2, 'ALS_XZ': 2, 'ALS_XYWing': 7, 'KrakenFish': 2, 'FPC': 1, 'lastRemaining': 6, 'SimpleColoring': 1, 'fullHouse': 1}
25703|980700600007050040000009007300005000020060000008400006040031000009500008000000120|SOLVED_CLEAN|57|0|0|{'DeepResonance': 1, 'D2B': 1, 'FPCE': 2, 'crossHatch': 21, 'nakedSingle': 13, 'lastRemaining': 16, 'fullHouse': 4}
25704|980700600500000000004030020100600090040090002009003400070005000001060040000300008|SOLVED_CLEAN|57|0|0|{'DeepResonance': 3, 'FPCE': 1, 'nakedSingle': 15, 'crossHatch': 29, 'lastRemaining': 10, 'fullHouse': 2, 'SimpleColoring': 1}
25705|980700000007060900000009050800040000300002070001600200010020030004006100000100005|SOLVED_CLEAN|57|0|0|{'DeepResonance': 2, 'D2B': 1, 'crossHatch': 23, 'KrakenFish': 1, 'ALS_XZ': 7, 'nakedSingle': 6, 'lastRemaining': 18, 'XWing': 1, 'ALS_XYWing': 1, 'XCycle': 1, 'LZWing': 1, 'fullHouse': 8}
25706|980700600700000090006050000040000003009300080000020500007800050003590060000001300|SOLVED_CLEAN|57|0|0|{'D2B': 1, 'DeepResonance': 3, 'FPCE': 2, 'nakedSingle': 16, 'crossHatch': 24, 'lastRemaining': 11, 'fullHouse': 3}
25707|980700000600090700007005000400003020008600900000000001030020000009800500000001004|SOLVED_CLEAN|59|0|0|{'DeepResonance': 1, 'ALS_XYWing': 1, 'nakedSingle': 15, 'FPC': 2, 'crossHatch': 21, 'lastRemaining': 16, 'fullHouse': 5}
25708|980700600500080000007006000400003060030000002008060900090000014005090700000102000|SOLVED_CLEAN|57|0|0|{'DeepResonance': 2, 'ALS_XYWing': 2, 'FPC': 3, 'crossHatch': 36, 'ALS_XZ': 3, 'XWing': 1, 'nakedSingle': 15, 'SimpleColoring': 2, 'lastRemaining': 2, 'fullHouse': 1}
25709|980700600500080000007006000400003000030000020008060900090000041005090700000102009|SOLVED_CLEAN|57|0|0|{'DeepResonance': 2, 'ALS_XZ': 1, 'ALS_XYWing': 1, 'FPCE': 1, 'nakedSingle': 19, 'crossHatch': 26, 'lastRemaining': 9, 'fullHouse': 2}
25710|980700600750060000006008000400000030070003002005090800007080500000100040000002001|SOLVED_CLEAN|57|0|0|{'DeepResonance': 3, 'crossHatch': 31, 'LZWing': 1, 'FPC': 5, 'KrakenFish': 2, 'nakedSingle': 12, 'ALS_XYWing': 2, 'XWing': 1, 'Swordfish': 1, 'SimpleColoring': 1, 'ALS_XZ': 1, 'lastRemaining': 5, 'fullHouse': 4}
25711|980700000600080000005009800500006900000400030000070002090300040050007100001020007|SOLVED_CLEAN|57|0|0|{'DeepResonance': 2, 'D2B': 1, 'crossHatch': 38, 'FPC': 2, 'nakedSingle': 7, 'lastRemaining': 9, 'ALS_XYWing': 5, 'ALS_XZ': 4, 'SueDeCoq': 1, 'XWing': 1, 'LZWing': 2, 'DeathBlossom': 1}
25712|980700600750000000004080070500090080000308006000002100090040060000600200000001003|SOLVED_CLEAN|57|0|0|{'DeepResonance': 7, 'nakedSingle': 21, 'FPC': 3, 'FPCE': 1, 'ALS_XZ': 8, 'ALS_XYWing': 8, 'crossHatch': 24, 'lastRemaining': 6, 'LZWing': 2, 'KrakenFish': 2, 'Swordfish': 1, 'fullHouse': 2}
25713|980700600750060000006008000400000030005090800000004000027003001009070500000100020|SOLVED_CLEAN|57|0|0|{'DeepResonance': 3, 'ALS_XZ': 4, 'D2B': 1, 'FPC': 2, 'nakedSingle': 11, 'LZWing': 2, 'crossHatch': 33, 'KrakenFish': 1, 'ALS_XYWing': 4, 'lastRemaining': 10}
25714|980700600500060040000300009600020004020003000007100000200090400008000090000001052|SOLVED_CLEAN|57|0|0|{'DeepResonance': 3, 'FPCE': 1, 'KrakenFish': 1, 'FPC': 1, 'crossHatch': 22, 'nakedSingle': 14, 'lastRemaining': 14, 'fullHouse': 5}
25715|980700600000095080000080000400900700003002050000030002100000070064000100009100004|SOLVED_CLEAN|57|0|0|{'DeepResonance': 2, 'nakedSingle': 12, 'FPCE': 1, 'crossHatch': 34, 'lastRemaining': 6, 'fullHouse': 4}
25716|980700600750000000004080070400050060000300200000006001040090080009100300000002006|SOLVED_CLEAN|57|0|0|{'DeepResonance': 2, 'D2B': 1, 'FPC': 3, 'nakedSingle': 12, 'ALS_XZ': 4, 'crossHatch': 35, 'SimpleColoring': 1, 'lastRemaining': 6}
25717|980700600700090050004800000500030070060002000002000400100009003000307010000010500|SOLVED_CLEAN|57|0|0|{'DeepResonance': 2, 'FPCE': 1, 'crossHatch': 21, 'nakedSingle': 14, 'lastRemaining': 17, 'ALS_XZ': 2, 'Swordfish': 1, 'fullHouse': 4}
25718|980700600750060080006000000430090000005800090000002004007900050000010002000003100|SOLVED_CLEAN|57|0|0|{'DeepResonance': 1, 'D2B': 1, 'XWing': 1, 'LZWing': 1, 'ALS_XZ': 10, 'ALS_XYWing': 2, 'crossHatch': 21, 'nakedSingle': 16, 'lastRemaining': 15, 'fullHouse': 4}
25719|980700600500090000007006090400300000050002030008050700010000002005080900000001040|SOLVED_CLEAN|57|0|0|{'DeepResonance': 5, 'ALS_XZ': 8, 'FPC': 1, 'SimpleColoring': 1, 'ALS_XYWing': 1, 'XWing': 2, 'nakedSingle': 14, 'crossHatch': 37, 'lastRemaining': 5, 'LZWing': 2}
25720|980700600700650800004000030800200900020000000000010002500070090090500008000006500|SOLVED_CLEAN|57|0|0|{'DeepResonance': 4, 'FPF': 1, 'crossHatch': 20, 'KrakenFish': 2, 'FPCE': 1, 'nakedSingle': 13, 'lastRemaining': 14, 'fullHouse': 8}
25721|980700600005090040000000009708300000200007300030060000020600800003001050000004001|SOLVED_CLEAN|57|0|0|{'DeepResonance': 3, 'D2B': 1, 'FPC': 1, 'crossHatch': 32, 'ALS_XYWing': 1, 'FPCE': 1, 'nakedSingle': 8, 'lastRemaining': 12, 'fullHouse': 2}
25722|980700000600800500004090080400060030090002000000500001040080060003000002000001700|SOLVED_CLEAN|58|0|0|{'DeepResonance': 3, 'D2B': 1, 'FPCE': 1, 'nakedSingle': 10, 'crossHatch': 34, 'lastRemaining': 9, 'fullHouse': 3}
25723|980700600005090070000005004400070008350400000007009040030002000001900020000010006|SOLVED_CLEAN|56|0|0|{'DeepResonance': 1, 'D2B': 3, 'FPC': 2, 'crossHatch': 22, 'LZWing': 5, 'ALS_XZ': 1, 'XCycle': 1, 'nakedSingle': 10, 'lastRemaining': 15, 'fullHouse': 3}
25724|980700600504090000000003090706030020000207400000006300200300010050000000008001000|SOLVED_CLEAN|57|0|0|{'DeepResonance': 2, 'crossHatch': 30, 'ALS_XZ': 1, 'FPC': 1, 'FPCE': 1, 'nakedSingle': 16, 'lastRemaining': 7, 'fullHouse': 2}
